LOCATION,POWER,SELF-PROTECTION,Average earth discharge density DDT [Rays/km^2-año],Maximum ground discharge density DDT [Rays/km^2-año],Burning rate  [Failures/year],Criticality according to previous study for ceramics level,Removable connectors,Type of clients,Number of users,Electric power not supplied EENS [kWh] ,Type of installation,Air network,Circuit Queue,km of network LT:,Burned transformers 2019
0,37.5,0,0.995151515,3.5,0.0000,0,1,STRATUM 1,17,607.5,POLE,1,0,"118,416",0
0,15,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,1,394.2,POLE,1,0,0,0
0,10,1,1.922530864,5.2,0.0000,0,0,STRATUM 1,5,1064.7,EN H,1,0,0.68516,0
0,5,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,8,983.7,POLE,1,0,"114,013",0
0,15,1,1.922530864,5.2,0.2500,0,1,STRATUM 1,8,243,POLE,1,1,"259,707",0
0,37.5,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,30,664.2,POLE,1,1,"226,517",0
0,25,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,9,1307.7,POLE,1,0,"128,574",0
0,10,1,1.922530864,5.2,0.2500,0,1,STRATUM 1,7,162,POLE,1,1,1.9,0
0,10,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,7,162,POLE,1,0,"259,049",0
0,10,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,6,162,POLE,1,1,"164,941",0
0,5,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,5,655.2,POLE,1,0,"119,408",0
0,5,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,1,655.2,POLE,1,1,0.68997,0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,8,337.5,POLE,1,0,0.26485,0
0,25,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,4,499.5,POLE,1,1,0.51468,0
0,37.5,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,5,702,POLE,1,0,0.78346,0
0,10,1,1.922530864,5.2,0.0000,0,0,STRATUM 1,11,256.5,POLE,1,1,"152,673",1
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,13,402.3,POLE,1,1,"16,221",0
0,50,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,46,1101.6,POLE,1,0,"1,697",0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,23,534.6,POLE,1,0,0.70823,0
0,5,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,4,81,POLE,1,0,0.75315,0
0,15,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,17,243,POLE,1,0,"15,181",0
0,15,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,18,243,POLE,1,0,0.78822,0
0,10,1,1.922530864,5.2,0.0000,0,0,STRATUM 1,11,240.3,POLE,1,0,0.94454,1
0,37.5,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,12,685.8,POLE,1,0,"44,897",0
0,15,1,1.922530864,5.2,0.2500,0,1,STRATUM 1,51,243,POLE,1,0,"248,339",0
0,10,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,14,326.7,POLE,1,1,0.36886,0
0,37.5,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,36,607.5,POLE,1,0,"14,946",0
0,25,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,16,604.8,POLE,1,1,0.20509,0
0,37.5,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,34,804.6,POLE,1,0,0.5085,0
0,15,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,31,243,POLE,1,1,0.66179,0
0,25,0,1.922530864,5.2,0.5000,0,1,STRATUM 1,24,405,POLE,1,1,0.62194,0
0,15,0,1.922530864,5.2,0.5000,0,1,STRATUM 1,19,243,POLE,1,1,0.85193,0
0,10,0,1.922530864,5.2,0.5000,0,1,STRATUM 1,17,162,POLE,1,0,0.95544,0
0,37.5,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,20,685.8,POLE,1,1,0.58091,0
0,25,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,23,499.5,POLE,1,1,0.19879,0
0,37.5,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,31,607.5,POLE,1,0,0.39002,0
0,25,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,27,499.5,POLE,1,0,0.44404,0
0,15,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,20,243,POLE,1,0,0.3778,0
0,25,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,38,791.1,POLE,1,1,"135,422",0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,17,629.1,POLE,1,0,"129,774",0
0,50,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,13,1196.1,POLE,1,0,0.98085,0
0,5,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,4,655.2,POLE,1,1,0.94724,0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,3,817.2,POLE,1,1,"162,874",0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,10,817.2,POLE,1,0,"182,247",0
0,10,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,2,736.2,POLE,1,0,"119,516",0
0,10,1,1.922530864,5.2,0.0000,0,0,STRATUM 1,12,453.6,POLE,1,0,0.52428,1
0,10,1,1.922530864,5.2,0.2500,0,1,STRATUM 1,11,162,POLE,1,0,"190,663",0
0,10,1,1.922530864,5.2,1.0000,0,1,STRATUM 1,5,162,POLE,1,0,0.77891,0
0,15,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,19,243,POLE,1,0,"24,085",0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,1,817.2,POLE,1,0,0,0
0,10,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,12,736.2,POLE,1,0,0.91896,0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,21,574.2,POLE,1,0,"122,034",0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,20,307.8,POLE,1,0,0.82811,0
0,10,1,1.922530864,5.2,0.7500,0,1,STRATUM 1,16,162,POLE,1,0,"146,672",1
0,15,0,1.922530864,5.2,0.5000,0,1,STRATUM 1,15,243,POLE,1,0,"318,991",0
0,50,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,24,1423.8,POLE,1,0,"220,385",0
0,10,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,2,775.8,POLE,1,1,0.24434,0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,19,856.8,POLE,1,0,"146,464",0
0,10,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,15,162,POLE,1,0,"116,639",0
0,5,1,1.922530864,5.2,0.5000,0,1,STRATUM 1,5,81,POLE,1,1,0.69269,0
0,25,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,42,405,POLE,1,1,0.51056,0
0,15,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,11,243,POLE,1,0,0.34368,0
0,15,0,1.922530864,5.2,0.5000,0,1,STRATUM 1,18,243,POLE,1,0,"150,827",0
0,10,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,14,226.8,POLE,1,1,"117,327",0
0,25,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,7,556.2,POLE,1,0,"3,226",0
0,10,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,20,162,POLE,1,1,"315,792",0
0,10,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,26,162,POLE,1,0,"219,838",0
0,25,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,22,405,POLE,1,1,"289,412",0
0,50,0,1.922530864,5.2,0.0000,0,0,INDUSTRIAL,1,1639.8,POLE,1,1,0,0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,4,817.2,POLE,1,1,0.60783,0
0,10,1,1.922530864,5.2,0.5000,0,1,STRATUM 1,8,162,POLE,1,0,"15,209",0
0,15,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,2,243,POLE,1,1,"139,201",0
0,10,1,1.922530864,5.2,0.2500,0,1,STRATUM 1,10,162,POLE,1,1,"28,116",1
0,30,1,1.922530864,5.2,0.0000,0,0,STRATUM 1,20,817.2,POLE,1,0,"197,397",1
0,10,0,1.922530864,5.2,0.7500,0,1,STRATUM 1,19,162,POLE,1,0,"255,351",0
0,10,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,14,334.8,POLE,1,0,"16,617",0
0,10,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,7,334.8,POLE,1,0,0.52001,0
0,10,1,1.922530864,5.2,0.0000,0,0,STRATUM 1,7,334.8,POLE,1,0,"123,197",0
0,15,1,1.922530864,5.2,0.0000,0,0,STRATUM 1,22,402.3,POLE,1,0,"246,706",1
0,20,1,1.922530864,5.2,0.5000,0,1,STRATUM 1,23,324,EN H,1,0,"33,722",0
0,20,1,1.922530864,5.2,0.5000,0,1,STRATUM 1,23,324,EN H,1,0,"33,722",0
0,15,0,1.922530864,5.2,0.5000,0,1,STRATUM 1,27,243,POLE,1,0,"44,609",0
0,10,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,16,162,POLE,1,0,"136,598",0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,4,817.2,POLE,1,0,0.77226,0
0,25,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,13,405,POLE,1,0,"193,614",0
0,10,0,1.922530864,5.2,0.5000,0,1,STRATUM 1,8,162,POLE,1,0,0.4539,0
0,10,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,7,736.2,POLE,1,0,0.71723,0
0,25,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,2,979.2,POLE,1,0,0,0
0,10,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,1,736.2,POLE,1,1,"16,103",0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,6,817.2,POLE,1,1,"128,201",0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,5,817.2,POLE,1,0,0.73897,0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,6,817.2,POLE,1,0,0.26305,0
0,37.5,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,14,607.5,POLE,1,0,"231,682",0
0,25,0,1.922530864,5.2,0.5000,0,1,STRATUM 1,13,405,POLE,1,0,0.66692,0
0,50,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,29,1712.7,POLE,1,0,0.928,0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,3,372.6,POLE,1,0,0.9287,1
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,12,372.6,POLE,1,0,0.61225,0
0,10,1,1.922530864,5.2,0.2500,0,1,STRATUM 1,2,162,POLE,1,0,0.87055,0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,2,372.6,POLE,1,0,0.35861,0
0,10,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,19,451.8,POLE,1,0,"182,124",1
0,15,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,2,243,POLE,1,1,"229,715",0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,6,532.8,POLE,1,0,"120,486",0
0,25,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,30,694.8,POLE,1,0,"153,299",0
0,15,1,1.922530864,5.2,0.0000,0,0,STRATUM 1,12,532.8,POLE,1,1,"260,186",0
0,10,1,1.922530864,5.2,0.0000,0,0,STRATUM 1,7,451.8,POLE,1,1,0.80991,0
0,25,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,8,694.8,POLE,1,1,"189,733",0
0,10,1,1.922530864,5.2,0.0000,0,0,STRATUM 1,2,267.3,POLE,1,0,0.49811,1
0,15,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,19,243,POLE,1,1,"18,319",0
0,10,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,20,267.3,POLE,1,0,"164,833",0
0,37.5,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,22,712.8,POLE,1,0,0.96336,0
0,10,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,12,267.3,POLE,1,1,0,0
0,25,0,1.922530864,5.2,0.5000,0,1,STRATUM 1,35,405,POLE,1,0,"125,427",0
0,5,0,2.822097378,6.8,0.5000,0,1,STRATUM 1,14,81,POLE,1,1,0.61941,0
0,10,0,2.822097378,6.8,0.5000,0,1,STRATUM 1,20,162,POLE,1,0,0.78864,0
0,10,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,2,548.1,POLE,1,0,0.90566,0
0,25,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,13,437.4,POLE,1,0,0.96648,0
0,10,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,12,162,POLE,1,0,"149,587",0
0,15,0,2.822097378,6.8,0.0000,0,0,STRATUM 1,28,629.1,POLE,1,0,"123,298",0
0,25,0,2.822097378,6.8,0.2500,0,1,STRATUM 1,20,405,POLE,1,0,0.76648,0
0,15,1,2.822097378,6.8,0.5000,0,1,STRATUM 1,16,243,POLE,1,0,0.71622,0
0,5,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,6,81,POLE,1,0,0.52491,0
0,5,0,1.922530864,5.2,0.2500,0,1,STRATUM 1,6,81,POLE,1,0,0.8547,0
0,15,0,2.822097378,6.8,0.0000,0,1,STRATUM 1,2,243,POLE,1,0,0.1275,0
0,10,0,2.822097378,6.8,0.5000,0,1,STRATUM 1,12,162,POLE,1,0,0.54087,0
0,10,0,2.822097378,6.8,0.0000,0,0,STRATUM 1,11,283.5,POLE,1,0,"136,212",0
0,15,0,2.822097378,6.8,0.0000,0,0,STRATUM 1,14,364.5,POLE,1,1,0.79993,0
0,10,0,2.822097378,6.8,0.2500,0,1,STRATUM 1,1,162,POLE,1,1,"124,732",0
0,15,0,2.822097378,6.8,0.0000,0,0,STRATUM 1,10,364.5,POLE,1,0,"159,151",0
0,10,0,2.822097378,6.8,0.2500,0,1,STRATUM 1,8,162,POLE,1,0,0.66541,0
0,25,0,2.822097378,6.8,0.0000,0,0,STRATUM 1,1,540,POLE,1,1,0.29082,0
0,10,1,2.822097378,6.8,0.2500,0,1,STRATUM 1,6,162,POLE,1,1,0.39122,0
0,10,0,2.822097378,6.8,0.0000,0,0,STRATUM 1,1,297,POLE,1,1,0.16857,0
0,5,1,2.822097378,6.8,0.2500,0,1,STRATUM 1,5,81,POLE,1,1,0.84967,0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,4,372.6,POLE,1,1,0.62674,0
0,25,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,25,736.2,POLE,1,0,"234,047",1
0,5,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,1,253.8,POLE,1,0,0.60517,0
0,15,0,1.922530864,5.2,0.5000,0,1,STRATUM 1,9,243,POLE,1,0,"215,168",0
0,10,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,9,493.2,POLE,1,0,"148,438",0
0,5,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,10,412.2,POLE,1,0,0.80454,0
0,37.5,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,9,938.7,POLE,1,0,0.92335,0
0,15,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,4,574.2,POLE,1,0,0.38635,0
0,10,1,1.922530864,5.2,0.0000,0,0,STRATUM 1,8,493.2,POLE,1,0,0.96968,0
1,37.5,0,2.170157068,4.4,0.0000,0,1,STRATUM 2,32,607.5,POLE,1,0,0.15682,0
1,37.5,0,2.170157068,4.4,0.0000,0,1,STRATUM 2,3,607.5,POLE,1,1,0.14357,0
0,10,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,1,302.4,POLE,1,1,0.18355,0
0,15,0,4.86888454,11.7,0.0000,1,1,STRATUM 1,14,243,POLE,1,0,"259,189",0
0,15,0,4.86888454,11.7,0.7500,1,1,STRATUM 1,8,243,POLE,1,0,"143,201",0
0,10,0,4.86888454,11.7,0.0000,0,0,STRATUM 1,10,351,POLE,1,0,0.55495,0
0,25,1,4.86888454,11.7,0.5000,1,1,STRATUM 1,43,405,POLE,1,0,"134,251",0
0,15,0,4.86888454,11.7,0.2500,1,1,STRATUM 1,4,243,POLE,1,0,0.74855,0
0,10,0,4.86888454,11.7,0.2500,1,1,STRATUM 1,8,162,POLE,1,1,0.43379,0
0,25,0,4.86888454,11.7,0.2500,0,1,STRATUM 1,13,405,POLE,1,0,0.70215,0
0,10,0,4.86888454,11.7,0.7500,0,1,STRATUM 1,7,162,POLE,1,1,"136,002",0
0,15,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,1,297,POLE,1,1,0,0
0,10,1,0.995151515,3.5,0.5000,0,1,STRATUM 1,14,162,POLE,1,0,0.199,1
0,5,1,2.140720222,6.2,0.2500,0,1,STRATUM 1,5,81,POLE WITH ANTI-FRAUD NET,1,0,0.64014,0
0,15,1,6.818166667,17.6,0.2500,0,1,STRATUM 1,10,243,POLE,1,1,"116,047",0
0,37.5,1,6.818166667,17.6,0.0000,0,1,STRATUM 1,10,607.5,POLE,1,0,0.10636,0
0,25,0,2.822097378,6.8,0.0000,0,0,STRATUM 1,1,693.9,POLE,1,0,0.154,0
0,10,0,4.86888454,11.7,0.2500,0,1,STRATUM 1,2,162,POLE,1,1,0.32229,0
0,5,0,4.86888454,11.7,0.2500,1,1,STRATUM 1,4,81,POLE,1,1,0.39373,0
0,15,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,22,714.6,POLE,1,0,0.2,0
0,10,0,6.818166667,17.6,0.2500,0,1,STRATUM 1,10,162,POLE,1,0,0.92912,0
0,25,1,1.104394141,4.9,0.0000,0,0,STRATUM 1,27,610.2,POLE,1,0,0.196,0
0,25,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,24,553.5,POLE,1,0,0.26399,0
0,37.5,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,63,712.8,POLE,1,1,0.61896,0
0,25,1,0.995151515,3.5,0.0000,0,0,STRATUM 1,46,510.3,POLE,1,0,0.45503,1
0,10,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,7,267.3,POLE,1,0,0.50249,0
0,10,0,0.995151515,3.5,0.2500,0,1,STRATUM 1,9,162,POLE,1,0,0.80204,0
0,15,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,8,348.3,POLE,1,1,0.69803,0
0,25,0,6.818166667,17.6,0.0000,0,0,STRATUM 1,1,561.6,POLE,1,1,0,0
0,5,0,2.822097378,6.8,0.2500,0,1,STRATUM 1,3,81,POLE,1,1,0.85497,0
0,25,0,6.818166667,17.6,0.2500,1,1,INDUSTRIAL,1,675,POLE,1,1,0,0
0,5,0,1.351332603,6.1,0.2500,0,1,STRATUM 1,4,81,POLE,1,0,0.83581,0
0,10,1,1.351332603,6.1,0.5000,0,1,STRATUM 1,7,162,POLE,1,0,"183,599",1
0,15,0,1.351332603,6.1,0.2500,0,1,STRATUM 1,9,243,POLE,1,1,"268,491",0
0,5,0,1.351332603,6.1,0.2500,0,1,STRATUM 1,6,81,POLE,1,0,"25,144",0
0,25,0,1.351332603,6.1,0.0000,0,0,STRATUM 1,37,662.4,POLE,1,0,0.55629,0
0,10,0,1.351332603,6.1,0.5000,0,1,STRATUM 1,47,162,POLE,1,0,0.54839,0
0,5,0,1.351332603,6.1,0.0000,0,0,STRATUM 1,4,338.4,POLE,1,1,"150,819",0
0,5,0,1.351332603,6.1,0.0000,0,0,STRATUM 1,5,151.2,POLE,1,0,"190,554",0
0,10,0,1.351332603,6.1,0.2500,0,1,STRATUM 1,7,162,POLE,1,0,"237,804",0
0,10,0,1.351332603,6.1,0.0000,0,0,STRATUM 1,22,232.2,POLE,1,0,0.72574,0
0,5,1,1.351332603,6.1,0.5000,0,1,STRATUM 1,1,81,POLE,1,0,"122,407",0
0,5,0,1.351332603,6.1,0.0000,0,0,STRATUM 1,1,81,POLE,1,0,"156,633",0
0,50,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,73,945,POLE WITH ANTI-FRAUD NET,1,0,"18,925",0
0,10,0,0.995151515,3.5,0.5000,0,1,STRATUM 1,29,162,POLE,1,0,0.62408,0
0,25,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,47,469.8,POLE,1,0,"120,935",0
0,10,1,0.995151515,3.5,0.7500,0,1,STRATUM 1,5,162,POLE,1,1,0.9354,0
0,25,0,5.259562842,11.9,0.2500,1,1,STRATUM 1,23,405,POLE,1,0,"11,227",0
0,10,0,5.259562842,11.9,0.0000,1,1,STRATUM 1,13,162,POLE,1,0,"161,545",0
0,10,0,5.259562842,11.9,0.2500,1,1,STRATUM 1,4,162,POLE,1,1,0.72083,0
0,10,0,5.259562842,11.9,0.0000,1,0,STRATUM 1,5,221.4,POLE,1,1,"14,373",0
0,10,1,5.259562842,11.9,0.2500,1,1,STRATUM 1,5,162,POLE,1,0,0.71233,0
0,10,1,2.822097378,6.8,0.2500,0,1,STRATUM 1,13,162,POLE,1,1,"158,804",0
0,5,1,1.351332603,6.1,0.0000,0,0,STRATUM 1,5,97.2,EN H,1,1,"114,367",0
0,5,0,1.351332603,6.1,0.0000,0,0,STRATUM 1,5,102.6,POLE,1,1,0.62647,0
0,5,0,1.351332603,6.1,0.5000,0,1,STRATUM 1,4,81,POLE,1,0,0.44461,0
0,10,0,1.351332603,6.1,0.0000,0,0,STRATUM 1,2,419.4,POLE,1,0,0.77142,1
0,10,1,1.351332603,6.1,0.2500,0,1,STRATUM 1,7,162,POLE,1,0,"181,677",0
0,5,0,1.351332603,6.1,0.2500,0,1,STRATUM 1,4,81,POLE,1,1,0.52824,0
0,5,0,1.351332603,6.1,0.0000,0,0,STRATUM 1,1,338.4,POLE,1,0,0.64238,0
0,5,0,1.351332603,6.1,0.2500,0,1,STRATUM 1,5,81,POLE,1,1,"185,904",0
0,15,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,34,405,POLE,1,1,0.194,0
0,10,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,29,270,POLE,1,1,0.204,0
0,15,0,0.995151515,3.5,0.2500,0,1,STRATUM 1,14,243,POLE,1,1,0.405,0
0,15,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,7,291.6,POLE,1,0,0.197,0
0,15,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,7,275.4,POLE,1,1,0.34157,0
0,15,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,1,275.4,POLE,1,0,0,0
0,15,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,16,372.6,POLE,1,0,0,0
0,15,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,24,372.6,POLE,1,0,0.19,0
0,10,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,1,291.6,POLE,1,0,0,0
0,15,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,3,372.6,POLE,1,0,0.31616,0
0,25,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,19,534.6,POLE,1,1,0,0
0,10,0,0.995151515,3.5,0.2500,0,1,STRATUM 1,10,162,POLE,1,1,0.29453,0
0,25,0,0.995151515,3.5,0.2500,0,1,STRATUM 1,24,405,POLE,1,1,"12,617",1
0,15,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,32,644.4,POLE,1,0,0.47459,0
0,25,0,0.995151515,3.5,0.2500,0,1,STRATUM 1,64,405,POLE,1,0,0.86587,0
0,15,0,0.995151515,3.5,0.7500,0,1,STRATUM 1,39,243,POLE WITH ANTI-FRAUD NET,1,0,0.56118,0
0,25,0,0.995151515,3.5,0.2500,0,1,STRATUM 1,63,405,POLE WITH ANTI-FRAUD NET,1,0,"1,416",0
0,25,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,71,623.7,POLE,1,1,0.47466,0
0,15,0,5.259562842,11.9,0.2500,1,1,STRATUM 1,1,243,POLE,1,1,0.15574,1
0,25,0,1.104394141,4.9,0.0000,0,0,STRATUM 1,1,594,POLE,1,0,"148,886",0
0,5,0,1.104394141,4.9,0.0000,0,0,STRATUM 1,1,86.4,POLE,1,0,"113,385",0
0,30,0,4.601190476,6.7,0.0000,0,0,STRATUM 1,37,819.9,POLE,1,1,0.13063,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 2,6,1822.5,POLE,1,1,0.25736,0
0,15,0,1.104394141,4.9,0.0000,0,0,STRATUM 1,8,410.4,POLE,1,1,0.196,0
0,15,0,1.104394141,4.9,0.5000,0,1,STRATUM 1,11,243,POLE,1,0,"140,077",0
0,25,0,1.104394141,4.9,0.0000,0,0,STRATUM 1,31,444.6,POLE,1,0,0.96457,0
0,25,0,1.104394141,4.9,0.0000,0,0,STRATUM 1,10,491.4,POLE,1,0,0.62987,0
0,25,0,1.104394141,4.9,0.0000,0,0,STRATUM 1,11,491.4,POLE,1,1,0.35224,0
0,5,1,2.140720222,6.2,0.2500,0,1,STRATUM 1,8,81,POLE WITH ANTI-FRAUD NET,1,1,0.66593,0
0,15,1,4.86888454,11.7,0.0000,1,1,STRATUM 1,7,243,POLE,1,1,0.43796,1
0,10,0,4.86888454,11.7,0.0000,1,1,STRATUM 1,4,162,POLE,1,0,0.20054,0
0,10,0,2.140720222,6.2,0.5000,0,1,STRATUM 1,9,162,EN H,1,1,"18,708",1
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 5,96,1822.5,POLE,1,0,0.18043,0
1,112.5,0,3.15560166,6.6,0.0000,0,1,STRATUM 5,98,1822.5,POLE,1,1,0.21639,0
0,10,0,3.15560166,6.6,0.2500,0,1,STRATUM 1,11,162,POLE,1,1,"162,577",0
0,15,0,3.15560166,6.6,0.0000,0,0,STRATUM 1,17,270,POLE,1,0,"19,163",0
0,15,0,0.995151515,3.5,0.2500,0,1,STRATUM 1,1,243,POLE,1,1,"129,128",0
0,10,1,0.995151515,3.5,0.2500,0,1,STRATUM 1,10,162,POLE,1,1,0.7518,0
0,5,0,0.995151515,3.5,0.0000,0,0,STRATUM 1,1,81,POLE,1,1,0.20003,0
0,10,0,4.86888454,11.7,0.5000,1,1,STRATUM 1,16,162,POLE,1,0,0.45836,0
0,45,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,65,1206.9,POLE,1,1,0.47314,0
0,25,1,4.86888454,11.7,0.2500,1,1,STRATUM 1,13,405,POLE,1,0,"114,076",0
0,15,0,4.86888454,11.7,0.0000,1,1,STRATUM 1,10,243,POLE,1,1,"143,531",0
0,15,0,3.15560166,6.6,0.0000,1,0,STRATUM 1,55,742.5,POLE,1,0,0.27737,0
0,10,0,4.86888454,11.7,0.2500,1,1,STRATUM 1,8,162,POLE,1,0,"175,289",1
0,10,0,4.86888454,11.7,0.2500,1,1,STRATUM 1,9,162,POLE,1,0,"120,512",0
0,15,0,4.86888454,11.7,0.2500,1,1,STRATUM 1,7,243,POLE,1,0,"12,194",0
0,15,0,4.86888454,11.7,0.0000,1,1,STRATUM 1,11,243,POLE,1,1,"23,236",0
0,37.5,0,4.86888454,11.7,0.5000,1,1,STRATUM 1,33,607.5,POLE,1,0,"14,242",0
0,15,0,4.86888454,11.7,0.0000,1,1,STRATUM 1,12,243,POLE,1,0,"184,613",0
0,10,1,4.86888454,11.7,0.5000,1,1,STRATUM 1,11,162,POLE,1,1,"128,038",0
0,5,0,4.86888454,11.7,0.5000,1,1,STRATUM 1,9,81,POLE,1,1,"14,401",0
0,10,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,8,194.4,POLE,1,0,0.66382,0
0,10,0,4.86888454,11.7,0.2500,0,1,STRATUM 1,9,162,POLE,1,1,0.72468,0
0,37.5,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,26,680.4,POLE,1,0,"163,723",0
0,25,0,4.86888454,11.7,0.0000,0,0,STRATUM 1,12,477.9,POLE,1,0,0.65094,0
