LOCATION,POWER,SELF-PROTECTION,Average earth discharge density DDT [Rays/km^2-año],Maximum ground discharge density DDT [Rays/km^2-año],Burning rate  [Failures/year],Criticality according to previous study for ceramics level,Removable connectors,Type of clients,Number of users,Electric power not supplied EENS [kWh] ,Type of installation,Air network,Circuit Queue,km of network LT:,Burned transformers 2019
0,10,0,1.104394141,4.9,0.0000,0,0,STRATUM 1,3,189,POLE,1,0,0.91949,0
0,5,0,1.104394141,4.9,0.7500,0,1,STRATUM 1,6,81,POLE,1,0,0.55879,0
0,25,0,1.104394141,4.9,0.0000,0,0,STRATUM 1,16,448.2,POLE,1,0,0.96893,0
0,5,1,1.104394141,4.9,0.5000,0,1,STRATUM 1,45,81,POLE,1,0,0.75607,0
0,25,0,1.104394141,4.9,0.0000,0,0,STRATUM 1,5,448.2,POLE,1,0,0.25054,0
0,10,0,5.259562842,11.9,0.0000,1,0,STRATUM 1,10,275.4,POLE,1,0,"15,554",1
0,15,0,0.398812352,1.4,0.0000,0,0,STRATUM 1,13,324,POLE,1,0,0.6426,0
0,25,0,0.398812352,1.4,0.0000,0,0,STRATUM 1,41,513,POLE,1,0,"21,264",0
0,10,0,0.321040462,1.3,0.2500,0,1,STRATUM 1,12,162,EN H,1,0,"14,579",0
0,25,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,31,828.9,POLE,1,0,"223,794",0
0,15,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,25,275.4,POLE,1,1,0.35843,0
0,15,0,0.995151515,3.5,0.2500,0,1,STRATUM 1,30,243,POLE,1,0,"135,169",0
0,25,1,4.86888454,11.7,0.2500,1,1,STRATUM 1,28,405,POLE,1,1,"159,718",0
0,5,1,4.86888454,11.7,0.2500,1,1,STRATUM 1,17,81,POLE,1,1,"311,001",0
0,37.5,0,4.14853229,8.3,0.0000,1,0,STRATUM 1,58,810.9,POLE,1,0,0.96002,0
0,37.5,0,4.14853229,8.3,0.0000,1,0,STRATUM 1,24,747,POLE,1,0,0.73794,0
0,50,0,0,0,0.0000,1,1,STRATUM 1,44,810,POLE,1,1,"194,855",0
0,15,0,1.268421053,3.2,0.5000,1,1,STRATUM 1,137,243,POLE,1,0,0.87641,0
0,5,0,1.268421053,3.2,0.2500,1,1,STRATUM 1,8,81,EN H,1,0,"133,594",0
0,5,0,1.268421053,3.2,0.2500,1,1,STRATUM 1,5,81,EN H,1,0,"142,277",0
1,37.5,0,1.033279483,3.2,0.0000,0,1,STRATUM 1,49,607.5,POLE,1,1,0.52333,0
1,25,0,0,0,0.0000,0,1,STRATUM 2,44,405,POLE,1,0,0.31564,0
0,25,0,4.86888454,11.7,0.0000,1,1,STRATUM 1,8,405,POLE,1,1,"138,797",0
1,75,0,0,0,0.0000,0,1,STRATUM 2,137,1215,POLE WITH ANTI-FRAUD NET,1,0,0.74209,0
0,15,0,0,0,0.2500,1,1,STRATUM 1,20,243,POLE,1,1,0.81643,0
0,10,0,1.539884393,4.2,0.2500,1,1,STRATUM 1,3,162,POLE,1,1,0.6202,0
0,15,0,1.351332603,6.1,0.0000,0,0,STRATUM 1,13,318.6,POLE,1,0,0.78118,0
1,25,0,0.645050215,2.4,0.0000,0,1,STRATUM 1,41,405,POLE,1,1,0.46935,0
0,15,0,5.259562842,11.9,0.0000,1,1,STRATUM 1,7,243,POLE,1,1,"119,833",0
0,25,0,1.039696312,4.3,0.0000,0,0,STRATUM 1,14,739.8,POLE,1,1,"139,274",0
0,37.5,0,1.539884393,4.2,0.0000,1,0,STRATUM 1,48,666,POLE,1,1,"146,094",0
0,10,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,5,356.4,POLE,1,1,"113,766",0
0,37.5,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,21,766.8,POLE,1,0,0.87239,0
0,10,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,6,321.3,POLE,1,0,0.31113,0
1,45,0,0,0,0.0000,0,1,STRATUM 1,217,729,POLE,1,0,0.86506,0
1,112.5,0,0,0,0.0000,0,1,COMMERCIAL,151,3037.5,POLE WITH ANTI-FRAUD NET,1,0,0.93464,0
0,15,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,15,515.7,POLE,1,0,"136,543",0
0,15,0,1.181623932,4,0.0000,0,0,STRATUM 1,10,361.8,POLE,1,0,"183,566",0
0,15,0,1.181623932,4,0.0000,0,0,STRATUM 1,4,369.9,POLE,1,1,0.65392,0
0,10,0,0.426181102,2.1,0.0000,0,0,STRATUM 1,4,205.2,POLE,1,0,0.71237,0
0,10,0,0.426181102,2.1,0.0000,0,0,STRATUM 1,6,205.2,POLE,1,0,"129,575",0
0,10,0,5.259562842,11.9,0.0000,1,1,STRATUM 1,21,162,POLE,1,0,"129,613",0
0,10,0,0.888588008,3.6,0.0000,1,0,STRATUM 1,8,243,POLE,1,1,"189,876",0
0,15,0,0,0,0.0000,0,0,STRATUM 1,1,307.8,POLE WITH ANTI-FRAUD NET,1,1,0.18298,0
0,10,0,0.408002208,2,0.0000,0,0,STRATUM 1,5,162,POLE,1,0,0.31501,0
0,25,0,0.408002208,2,0.0000,0,0,STRATUM 1,3,405,POLE,1,0,0.72975,0
0,10,1,4.14853229,8.3,0.2500,0,1,STRATUM 1,17,162,POLE,1,0,0.69844,0
0,25,0,4.14853229,8.3,0.2500,0,1,STRATUM 1,24,405,POLE,1,0,"17,688",0
1,112.5,0,2.160301508,4.9,0.0000,0,1,STRATUM 1,134,1822.5,POLE,1,0,0.66677,0
0,15,0,2.160301508,4.9,0.0000,0,1,STRATUM 1,18,243,POLE,1,0,0.79661,0
0,10,0,2.160301508,4.9,0.0000,0,0,STRATUM 1,2,199.8,POLE,1,0,0.19377,1
0,15,0,1.039696312,4.3,0.0000,0,0,STRATUM 1,10,437.4,POLE,1,0,"110,213",0
0,15,0,1.351332603,6.1,0.0000,1,1,STRATUM 1,19,243,POLE,1,0,0.31603,0
0,25,0,1.351332603,6.1,0.0000,0,0,STRATUM 1,1,432,POLE,1,0,0,0
0,15,0,0,0,0.0000,1,1,STRATUM 2,7,243,POLE,1,0,0.65168,0
0,25,0,0.503331385,4.9,0.0000,0,0,STRATUM 1,38,513,POLE,1,0,0.45162,0
0,15,1,1.351332603,6.1,0.0000,1,0,STRATUM 1,15,367.2,POLE,1,0,"159,975",1
0,25,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,21,564.3,POLE,1,1,"158,077",0
0,10,0,5.259562842,11.9,0.2500,1,1,STRATUM 1,12,162,POLE,1,0,"122,119",0
0,10,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,8,291.6,POLE,1,1,"15,719",0
0,10,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,14,321.3,POLE,1,0,"1,553",0
0,25,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,10,405,POLE,1,1,"112,881",0
1,37.5,0,0.408002208,2,0.0000,0,1,STRATUM 1,52,607.5,POLE,1,0,0.45483,0
0,15,0,0.408002208,2,0.0000,0,0,STRATUM 1,5,243,POLE,1,0,0.51831,0
0,10,1,6.818166667,17.6,0.0000,1,0,STRATUM 1,6,172.8,POLE,1,0,"196,354",1
0,15,0,1.033279483,3.2,0.2500,0,1,STRATUM 1,4,243,POLE,1,0,0.88919,0
0,25,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,15,498.6,POLE,1,0,0.8885,0
0,15,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,8,356.4,POLE,1,0,"155,166",0
0,10,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,6,253.8,POLE,1,0,0.78266,0
0,15,0,0,0,0.0000,0,0,STRATUM 1,4,243,POLE,1,1,0.89642,0
0,25,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,15,502.2,POLE,1,1,"16,686",0
0,15,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,22,666.9,POLE,1,0,"167,661",0
0,25,0,1.268421053,3.2,0.0000,1,0,STRATUM 1,28,405,POLE,1,1,"149,013",0
0,10,0,1.181623932,4,0.0000,0,0,STRATUM 1,2,199.8,POLE,1,1,"114,052",0
0,10,1,1.181623932,4,0.0000,0,0,STRATUM 1,14,162,POLE,1,1,0.39347,1
0,10,0,1.351332603,6.1,0.0000,0,0,STRATUM 1,1,178.2,POLE,1,1,0.66621,0
0,25,0,1.351332603,6.1,0.0000,1,1,STRATUM 1,25,405,POLE,1,1,"236,733",0
0,25,0,4.14853229,8.3,0.0000,1,0,STRATUM 1,15,405,POLE,1,0,0.48239,0
0,15,0,5.259562842,11.9,0.0000,1,1,STRATUM 1,14,243,POLE,1,0,"129,506",0
0,15,0,4.14853229,8.3,0.2500,0,1,STRATUM 1,55,243,POLE,1,1,0.81587,0
0,5,0,1.539884393,4.2,0.0000,1,1,STRATUM 1,5,81,POLE,1,0,0.91694,0
0,5,0,1.539884393,4.2,0.0000,1,1,STRATUM 1,1,81,EN H,1,0,"211,156",0
0,25,0,1.539884393,4.2,0.0000,1,0,STRATUM 1,10,448.2,OTROS,1,0,"1,394",0
0,10,1,1.539884393,4.2,0.0000,1,1,STRATUM 1,15,162,OTROS,1,0,"110,106",0
0,25,0,1.539884393,4.2,0.2500,1,1,STRATUM 1,15,405,EN H,1,1,"178,996",0
0,25,0,1.039696312,4.3,0.0000,0,0,STRATUM 1,22,739.8,POLE,1,0,"163,637",0
0,10,0,1.039696312,4.3,0.0000,0,0,STRATUM 1,3,496.8,POLE,1,0,0.72358,0
0,5,0,1.181623932,4,0.0000,0,0,STRATUM 1,6,129.6,POLE,1,1,0.43836,0
0,15,0,1.181623932,4,0.2500,0,1,STRATUM 1,6,243,POLE,1,1,0.83201,0
0,15,0,4.86888454,11.7,0.0000,1,1,STRATUM 1,5,243,POLE,1,1,0.53437,0
0,15,0,1.268421053,3.2,0.0000,1,0,STRATUM 1,5,275.4,POLE,1,1,"39,386",0
0,15,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,20,340.2,POLE,1,1,"227,442",0
1,75,0,1.922530864,5.2,0.0000,0,1,STRATUM 1,117,1215,POLE,1,1,0.4928,0
0,37.5,0,3.850980392,6.1,0.0000,0,0,STRATUM 1,65,745.2,POLE,1,0,0.49513,0
0,10,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,35,321.3,POLE,1,0,"115,707",0
0,75,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,8,1336.5,POLE,1,0,0.1496,0
0,37.5,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,67,649.8,POLE,1,0,"212,827",0
0,5,1,5.259562842,11.9,0.2500,1,1,STRATUM 1,7,81,POLE,1,1,"11,922",0
0,10,0,0.995151515,3.5,0.2500,0,1,STRATUM 1,26,162,POLE,1,0,0.3851,0
0,15,0,1.039696312,4.3,0.0000,0,0,STRATUM 1,11,499.5,POLE,1,1,"141,282",0
0,25,0,1.039696312,4.3,0.0000,0,0,STRATUM 1,17,545.4,POLE,1,1,"219,898",0
0,45,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,5,729,POLE,1,0,0,0
1,37.5,0,0.503331385,4.9,0.0000,0,1,STRATUM 2,62,607.5,POLE,1,1,0.18086,0
0,5,0,1.539884393,4.2,0.0000,1,1,STRATUM 1,5,81,POLE,1,1,"12,199",0
0,37.5,1,2.822097378,6.8,0.0000,0,0,STRATUM 1,35,675,POLE,1,1,"17,094",1
0,25,0,2.160301508,4.9,0.0000,1,1,STRATUM 1,40,405,POLE,1,1,"182,396",0
0,10,0,0.426181102,2.1,0.0000,0,0,STRATUM 1,5,369.9,POLE,1,0,0.69163,0
0,25,0,3.850980392,6.1,0.0000,0,0,STRATUM 1,43,459,POLE,1,1,0.64201,0
0,15,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,33,531.9,POLE,1,0,0.78399,0
0,25,0,4.86888454,11.7,0.2500,1,1,STRATUM 1,30,405,POLE,1,0,"114,333",0
0,10,0,1.268421053,3.2,0.2500,1,1,STRATUM 1,6,162,POLE,1,1,"12,795",0
0,5,0,1.268421053,3.2,0.5000,1,1,STRATUM 1,10,81,POLE,1,1,0.85403,0
0,45,0,0.717021277,2.5,0.0000,1,0,STRATUM 1,43,777.6,POLE,1,1,"112,074",0
0,25,0,4.601190476,6.7,0.0000,0,0,STRATUM 1,71,1085.4,POLE,1,0,0.49416,0
0,10,0,3.425714286,5.3,0.0000,0,0,STRATUM 1,1,313.2,POLE,1,1,0.18719,0
0,37.5,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,20,785.7,POLE,1,1,0.91894,0
1,112.5,0,0,0,0.2500,0,1,STRATUM 2,173,1822.5,POLE,1,0,0.74203,0
1,112.5,0,0,0,0.0000,0,1,STRATUM 2,76,1822.5,POLE,1,0,0.16483,0
0,15,0,4.601190476,6.7,0.0000,0,0,STRATUM 1,6,923.4,POLE,1,0,0.39078,0
0,15,0,4.86888454,11.7,0.5000,1,1,STRATUM 1,24,243,POLE,1,0,0.69567,0
0,15,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,1,531.9,POLE,1,0,0,0
0,25,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,43,693.9,POLE,1,0,"114,593",0
0,10,0,4.86888454,11.7,0.2500,1,1,STRATUM 1,18,162,POLE,1,0,"110,499",0
0,5,0,4.86888454,11.7,0.0000,1,1,STRATUM 1,11,81,POLE,1,0,0.59738,0
0,5,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,2,102.6,POLE,1,0,0.27647,0
0,25,0,4.86888454,11.7,0.0000,1,1,STRATUM 1,17,405,POLE,1,0,"122,716",0
0,15,1,0,0,0.0000,1,0,STRATUM 1,30,464.4,POLE,1,0,0.72165,1
0,25,0,0,0,0.0000,1,1,STRATUM 1,30,405,POLE,1,1,0.99422,0
0,15,0,6.818166667,17.6,0.0000,1,1,STRATUM 1,33,243,POLE,1,0,"13,219",0
0,25,0,2.822097378,6.8,0.0000,0,0,STRATUM 1,11,634.5,POLE,1,0,0.33634,0
0,15,0,2.822097378,6.8,0.0000,0,0,STRATUM 1,5,353.7,POLE,1,0,0.13452,0
0,37.5,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,115,826.2,POLE,1,0,"13,379",0
0,15,0,0.717021277,2.5,0.0000,1,1,STRATUM 1,4,243,POLE,1,1,0.44261,0
0,10,1,1.351332603,6.1,0.5000,1,1,STRATUM 1,9,162,POLE,1,1,"149,159",0
0,15,0,0,0,0.0000,1,0,STRATUM 1,14,342.9,POLE,1,0,0.64925,0
0,10,0,0,0,0.2500,1,1,STRATUM 1,6,162,POLE,1,0,0.40647,0
0,75,0,1.104394141,4.9,0.0000,0,0,STRATUM 2,73,1574.1,POLE,1,0,0.71424,0
0,37.5,0,1.104394141,4.9,0.0000,0,0,COMMERCIAL,5,1416.6,POLE,1,0,0.40243,0
0,45,0,1.104394141,4.9,0.0000,0,0,STRATUM 1,76,777.6,POLE,1,0,0.83621,0
0,25,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,15,604.8,POLE,1,1,"160,505",0
0,5,0,4.86888454,11.7,0.2500,1,1,STRATUM 1,6,81,POLE,1,1,"126,008",0
0,15,0,1.039696312,4.3,0.0000,0,0,STRATUM 1,16,577.8,POLE,1,0,"2,904",0
0,15,0,1.039696312,4.3,0.0000,0,0,STRATUM 1,6,313.2,POLE,1,1,"149,339",0
0,15,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,13,367.2,POLE,1,0,"210,378",0
0,15,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,17,423.9,POLE,1,0,"2,208",0
0,25,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,27,529.2,POLE,1,0,"16,205",0
0,25,0,2.140720222,6.2,0.0000,0,0,STRATUM 1,33,588.6,OTROS,1,0,"14,986",0
0,15,0,5.259562842,11.9,0.0000,1,1,STRATUM 1,14,243,POLE,1,0,"116,027",0
0,25,0,4.601190476,6.7,0.0000,0,0,STRATUM 1,24,1085.4,POLE,1,0,0.46293,0
1,75,0,3.850980392,6.1,0.0000,0,1,STRATUM 2,102,1215,POLE WITH ANTI-FRAUD NET,1,0,0.49013,0
0,10,0,0,0,0.2500,1,1,STRATUM 1,8,162,POLE,1,1,0.93056,0
0,15,0,6.227631579,12.5,0.0000,0,0,STRATUM 1,10,658.8,POLE,1,1,0.6303,0
0,10,0,6.818166667,17.6,0.0000,1,1,STRATUM 1,14,162,POLE,1,1,"11,426",0
0,25,0,6.818166667,17.6,0.0000,0,0,STRATUM 1,7,496.8,POLE,1,0,0.70223,0
0,10,1,6.818166667,17.6,0.2500,0,1,STRATUM 1,11,162,POLE,1,0,"176,491",0
0,15,0,0,0,0.0000,1,1,STRATUM 1,11,243,POLE,1,1,"15,195",0
0,25,0,0,0,0.0000,1,0,STRATUM 1,40,626.4,POLE,1,0,"153,802",0
0,5,0,4.86888454,11.7,0.5000,1,1,STRATUM 1,5,81,POLE,1,0,0.34116,0
0,15,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,49,340.2,POLE,1,1,"247,336",0
0,5,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,4,151.2,POLE,1,1,0.72244,0
0,15,0,1.539884393,4.2,0.0000,1,1,STRATUM 1,8,243,POLE,1,1,0.76605,0
0,25,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,14,499.5,POLE,1,1,0.78858,0
0,37.5,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,47,953.1,POLE,1,0,0.85299,0
0,10,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,4,210.6,POLE,1,0,0.90171,0
0,15,0,0.856320401,3.1,0.2500,0,1,STRATUM 1,12,243,POLE,1,1,"19,215",0
0,25,0,0.995151515,3.5,0.2500,0,1,STRATUM 1,51,405,POLE,1,0,"1,398",0
0,10,1,6.227631579,12.5,0.2500,0,1,STRATUM 1,10,162,POLE,1,0,0.6986,0
0,15,0,1.181623932,4,0.0000,0,0,STRATUM 1,15,286.2,POLE,1,1,"13,099",0
0,15,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,5,432,POLE,1,1,0.39395,0
0,15,0,4.14853229,8.3,0.0000,1,0,STRATUM 1,6,259.2,POLE,1,1,0.7611,0
0,10,1,5.259562842,11.9,0.2500,1,1,STRATUM 1,8,162,POLE,1,1,0.23973,0
0,15,0,1.351332603,6.1,0.0000,0,0,STRATUM 1,7,415.8,POLE,1,1,"150,653",0
0,15,0,2.160301508,4.9,0.2500,1,1,STRATUM 1,8,243,POLE,1,1,0.4637,0
0,15,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,5,313.2,POLE,1,1,"21,959",0
0,10,0,1.539884393,4.2,0.0000,0,0,STRATUM 1,1,243.54,POLE,1,1,0.79648,0
0,5,0,1.539884393,4.2,0.5000,0,1,STRATUM 1,2,81,POLE,1,1,0.67748,0
0,10,1,0.888588008,3.6,0.2500,0,1,STRATUM 1,5,162,POLE,1,1,"216,067",0
0,25,0,6.227631579,12.5,0.0000,0,0,STRATUM 1,19,610.2,POLE,1,1,"149,647",0
0,10,0,6.227631579,12.5,1.2500,0,1,STRATUM 1,7,162,POLE,1,1,0.28937,0
0,10,0,6.818166667,17.6,0.0000,0,0,STRATUM 1,1,253.8,POLE,1,1,"144,813",0
0,15,0,0.645050215,2.4,0.2500,0,1,STRATUM 1,2,243,POLE,1,1,0.33934,1
0,15,0,5.259562842,11.9,0.5000,1,1,STRATUM 1,22,243,POLE,1,1,"191,503",0
0,15,0,0,0,0.0000,1,1,STRATUM 1,3,243,POLE,1,1,0.45458,0
0,15,0,5.259562842,11.9,0.0000,1,1,STRATUM 1,4,243,POLE,1,1,0.30852,0
0,15,0,0.398812352,1.4,0.0000,0,0,STRATUM 1,8,367.2,POLE,1,1,0.73362,0
0,10,0,0.398812352,1.4,0.0000,0,0,STRATUM 1,20,410.4,POLE,1,1,0.7574,0
0,25,0,2.822097378,6.8,0.0000,0,0,STRATUM 1,28,502.2,POLE,1,1,0.70578,0
0,15,0,2.822097378,6.8,0.0000,0,0,STRATUM 1,15,340.2,POLE,1,1,0.24537,0
0,10,1,4.86888454,11.7,0.0000,0,0,STRATUM 1,6,437.4,POLE,1,1,0.93248,1
0,15,0,4.86888454,11.7,0.0000,1,1,STRATUM 1,17,243,POLE,1,0,0.82208,0
0,5,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,3,109.8,POLE,1,0,"138,525",0
0,50,0,0,0,0.2500,1,1,STRATUM 1,76,810,POLE,1,1,0.86407,0
1,112.5,0,1.922530864,5.2,0.0000,0,1,STRATUM 1,65,1822.5,POLE,1,1,0.28115,0
1,75,0,1.922530864,5.2,0.0000,0,1,STRATUM 2,49,1215,POLE WITH ANTI-FRAUD NET,1,1,0.3272,0
0,75,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,60,1798.2,POLE WITH ANTI-FRAUD NET,1,1,0.25205,0
0,37.5,0,4.86888454,11.7,0.0000,1,0,STRATUM 2,24,688.5,POLE,1,0,0.45946,0
0,10,0,4.86888454,11.7,0.0000,1,1,STRATUM 1,10,162,POLE,1,0,0.34157,1
0,10,0,4.86888454,11.7,0.5000,1,1,STRATUM 1,4,162,POLE,1,0,0.37865,1
0,15,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,11,415.8,POLE,1,0,0.75188,0
0,10,0,4.14853229,8.3,0.0000,1,1,STRATUM 1,12,162,POLE,1,1,0.78996,0
0,45,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,38,729,POLE,1,1,0.76017,0
0,15,0,5.259562842,11.9,0.0000,1,1,STRATUM 1,18,243,POLE,1,0,0.91529,0
0,10,0,1.268421053,3.2,0.2500,1,1,STRATUM 1,7,162,POLE,1,0,"18,382",0
0,5,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,2,318.6,POLE,1,0,0.44231,0
0,15,0,4.86888454,11.7,0.0000,0,1,STRATUM 1,30,243,POLE,1,0,"126,982",0
0,5,0,4.86888454,11.7,0.0000,0,1,STRATUM 1,4,81,POLE,1,0,0.44824,0
0,10,0,5.259562842,11.9,0.5000,1,1,STRATUM 1,11,162,POLE,1,0,"24,618",0
0,15,1,4.14853229,8.3,0.2500,0,1,STRATUM 1,19,243,POLE,1,1,"166,967",0
0,15,0,6.227631579,12.5,0.0000,0,0,STRATUM 1,15,353.7,POLE,1,1,"13,963",0
0,15,0,6.227631579,12.5,0.0000,0,0,STRATUM 1,19,299.7,POLE,1,1,0.65564,0
0,15,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,28,356.4,POLE,1,1,"153,954",0
1,75,0,0,0,0.0000,0,1,STRATUM 2,116,1215,POLE,1,0,0.55719,0
0,5,0,0.734042553,2.1,0.2500,0,1,STRATUM 1,4,81,POLE,1,1,0.24742,0
0,15,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,5,280.8,POLE,1,1,0.4791,0
0,25,0,6.227631579,12.5,0.0000,0,0,STRATUM 1,7,820.8,POLE,1,1,0.7645,0
0,25,0,6.818166667,17.6,0.0000,0,0,COMMERCIAL,2,768.6,POLE,1,1,0.5435,0
0,15,0,0.398812352,1.4,0.0000,0,0,STRATUM 1,11,396,POLE,1,1,"16,843",0
0,10,1,2.822097378,6.8,0.2500,0,1,STRATUM 1,18,162,POLE,1,1,0.65207,0
0,45,0,1.104394141,4.9,0.0000,0,0,STRATUM 2,27,729,POLE,1,1,0.20959,0
0,15,0,4.14853229,8.3,0.0000,0,0,COMMERCIAL,2,405,POLE,1,1,0.30064,0
0,15,0,0.888588008,3.6,0.2500,0,1,STRATUM 1,6,243,POLE,1,0,0.79448,0
0,15,0,1.539884393,4.2,0.5000,1,1,STRATUM 1,10,243,POLE,1,1,"112,418",0
0,15,0,1.539884393,4.2,0.2500,1,1,STRATUM 1,9,243,POLE,1,1,"12,914",0
0,15,1,1.539884393,4.2,0.0000,1,0,STRATUM 1,12,270,POLE,1,1,"158,613",1
0,15,1,1.268421053,3.2,0.0000,0,0,STRATUM 1,7,602.1,POLE,1,0,0.54998,1
0,10,0,1.351332603,6.1,0.0000,1,1,STRATUM 1,6,162,POLE,1,1,"156,238",0
0,5,1,0.888588008,3.6,0.5000,0,1,STRATUM 1,2,81,POLE,1,1,0.46259,0
0,15,0,4.14853229,8.3,0.0000,0,0,STRATUM 2,1,243,POLE,1,1,"17,041",0
0,5,1,4.86888454,11.7,0.2500,1,1,STRATUM 1,1,81,POLE,1,1,0.19907,0
0,15,1,4.86888454,11.7,0.2500,1,1,STRATUM 1,9,243,POLE,1,1,"127,123",0
0,15,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,16,378,POLE,1,0,"1,901",1
0,37.5,0,4.14853229,8.3,0.2500,0,1,STRATUM 1,41,607.5,POLE,1,0,0.70577,0
0,5,0,5.259562842,11.9,0.2500,1,1,STRATUM 1,2,81,POLE,1,1,"165,468",0
0,15,0,1.268421053,3.2,0.0000,1,0,STRATUM 1,6,302.4,POLE,1,0,0.89305,0
0,10,0,1.268421053,3.2,0.2500,0,1,STRATUM 1,15,162,POLE,1,0,0.94866,0
0,15,0,1.268421053,3.2,0.0000,0,0,STRATUM 1,18,243,POLE,1,1,"133,131",0
0,15,0,1.268421053,3.2,0.0000,1,0,STRATUM 1,11,259.2,POLE,1,0,"120,703",0
0,10,0,1.033279483,3.2,0.2500,0,1,STRATUM 1,11,162,POLE,1,0,"118,016",0
0,37.5,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,47,1160.1,POLE,1,1,"132,091",0
0,10,1,4.14853229,8.3,0.0000,0,0,STRATUM 2,8,226.8,POLE,1,0,"193,365",0
0,25,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,36,469.8,POLE,1,0,"279,917",0
0,10,0,2.140720222,6.2,0.0000,0,0,STRATUM 1,11,205.2,POLE,1,0,0.90035,0
0,15,0,2.140720222,6.2,0.0000,0,0,STRATUM 1,24,318.6,POLE,1,1,"287,131",0
0,37.5,0,2.140720222,6.2,0.0000,0,0,STRATUM 1,70,904.5,POLE,1,0,"317,004",0
0,25,0,4.14853229,8.3,0.2500,0,1,STRATUM 1,37,405,POLE,1,0,0.86391,0
0,10,1,1.104394141,4.9,0.0000,0,0,STRATUM 1,11,162,POLE,1,1,"119,327",1
0,15,0,1.351332603,6.1,0.2500,1,1,STRATUM 1,15,243,POLE,1,1,0.70977,0
0,5,0,5.259562842,11.9,0.5000,1,1,STRATUM 1,5,81,POLE,1,0,"133,121",0
0,5,0,5.259562842,11.9,0.7500,1,1,STRATUM 1,2,81,POLE,1,0,0.9211,0
1,50,0,0.426181102,2.1,0.0000,0,1,STRATUM 2,28,810,POLE,1,0,0.19225,0
0,10,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,17,348.3,POLE,1,1,0.68119,0
0,15,1,1.033279483,3.2,0.2500,0,1,STRATUM 1,27,243,POLE,1,1,0.96747,0
0,15,0,1.351332603,6.1,0.0000,1,1,STRATUM 1,14,243,POLE,1,1,0.78228,0
0,25,0,1.06440678,2.6,0.0000,0,0,STRATUM 1,33,432,POLE,1,0,"113,792",0
0,15,0,1.351332603,6.1,0.5000,1,1,STRATUM 1,19,243,POLE,1,1,"217,002",0
0,10,1,0.503331385,4.9,0.0000,0,0,STRATUM 1,25,297,POLE,1,1,0.69104,0
0,15,0,1.351332603,6.1,0.0000,1,1,STRATUM 1,7,243,POLE,1,0,0.56051,0
0,10,0,0.717021277,2.5,0.0000,1,1,STRATUM 1,5,162,POLE,1,0,0.92823,0
0,25,0,3.850980392,6.1,0.0000,0,0,STRATUM 1,63,780.3,POLE,1,0,"1,744",0
0,37.5,0,0.717021277,2.5,0.0000,0,0,STRATUM 1,20,607.5,POLE,1,1,0.78115,0
0,15,0,0.717021277,2.5,0.0000,1,0,STRATUM 1,5,326.7,POLE,1,1,"119,791",0
